-0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000
-0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000
-0.0000015 0.0000457 0.0000000 0.0000264 -0.0000003 0.0000480 0.0000041 0.0000822 0.0000086 0.0000320 -0.0000078 0.0000337 -0.0000034 0.0000414 -0.0000055 0.0000357 -0.0000143 0.0000669 -0.0000075 0.0000599 -0.0000204 0.0000680 0.0000160 0.0000419 0.0000003 0.0000320 -0.0000061 0.0000555 0.0000003 0.0000296 -0.0000080 0.0000612 -0.0000093 0.0000588 -0.0000130 0.0000890 -0.0000119 0.0000447 -0.0000030 0.0000545 -0.0000041 0.0000360 0.0000171 0.0000565 -0.0000011 0.0000624 0.0000160 0.0000182 -0.0001710 0.0000975 -0.0000004 -0.0000070 0.0000005 0.0000530 0.0000103 0.0000167 -0.0000006 0.0000270 0.0040989 -0.0038720 0.0021700 -0.0022157 -0.0158872 0.0196928 0.0000025 -0.0000329 -0.0003721 -0.0046076 -0.0000276 -0.0000559 0.0000104 -0.0001010 -0.0000015 -0.0000825 0.0000113 -0.0000803 -0.0000167 -0.0000106 -0.0000038 -0.0002511 -0.0000006 -0.0001678 -0.0000008 -0.0000516 0.0000047 -0.0001583 0.0000061 -0.0000770 0.0000020 -0.0000689 0.0000091 -0.0000458 0.0000062 -0.0000794 -0.0000117 0.0000575 -0.0000014 -0.0000635 -0.0001273 -0.0004982 0.0000061 -0.0001082 0.0000037 -0.0000881 0.0000036 -0.0000112 -0.0000075 -0.0001050 -0.0000027 -0.0001137 0.0000002 -0.0000672 0.0000064 0.0000185 -0.0000002 -0.0000449 -0.0000196 -0.0000585 -0.0000361 -0.0000140 -0.0000050 0.0000003 -0.0000249 -0.0000501 -0.0000067 0.0000363 -0.0000186 -0.0000287 0.0000316 0.0000950 0.0000324 0.0002672 0.0000155 0.0001834 0.0000017 0.0001024 0.0000395 0.0002182 0.0000040 0.0001143
-0.0000042 -0.0001250 -0.0000074 0.0000035 -0.0000022 -0.0000324 -0.0000062 0.0000143 -0.0000013 -0.0001244 -0.0000015 -0.0000260 0.0000158 -0.0000053 -0.0000155 -0.0000261 -0.0000139 -0.0000023 0.0000013 -0.0000654 -0.0000008 -0.0000278 0.0000450 -0.0000902 0.0000056 0.0000256 0.0000109 -0.0000120 -0.0000022 0.0000066 -0.0000188 -0.0000345 -0.0000072 0.0000020 -0.0000018 0.0000162 -0.0000083 -0.0000444 0.0000024 -0.0000072 0.0000019 -0.0000241 0.0000226 0.0000308 0.0000084 -0.0000349 -0.0000279 -0.0000082 -0.0001402 -0.0000296 0.0000214 -0.0000538 0.0000034 0.0000280 -0.0000354 0.0000928 -0.0000536 0.0000566 0.0108370 -0.0378911 -0.0034528 0.0042099 -0.0116964 0.0162288 -0.0000458 0.0000986 -0.0068400 -0.0006230 -0.0000042 0.0000540 0.0000118 0.0003239 -0.0000064 0.0001544 0.0000267 0.0003176 -0.0000285 0.0001698 -0.0000125 0.0002262 -0.0000019 0.0001596 -0.0000035 0.0002145 -0.0000046 0.0001865 0.0000084 0.0001068 0.0000012 0.0000809 0.0000127 0.0000948 -0.0000217 0.0000594 -0.0000257 0.0001885 -0.0000083 0.0001134 -0.0002198 -0.0008428 -0.0000028 0.0000134 -0.0000056 0.0000014 -0.0000064 0.0001041 -0.0000101 0.0000054 -0.0000020 -0.0000264 0.0000152 0.0000494 -0.0000009 0.0000724 0.0000077 0.0000231 -0.0000491 -0.0000609 -0.0000310 0.0000197 -0.0000151 0.0000076 -0.0000394 -0.0000003 -0.0000041 0.0001044 -0.0000164 -0.0000135 -0.0000190 -0.0000236 0.0000666 0.0002689 0.0000456 0.0002243 -0.0000099 0.0001199 0.0000280 0.0002317 -0.0000039 0.0001449
-0.0000007 0.0001090 -0.0000087 0.0000404 -0.0000034 0.0000914 -0.0000009 0.0001746 -0.0000149 0.0000925 -0.0000050 0.0000342 -0.0000086 0.0001072 -0.0000536 0.0001314 -0.0000048 0.0000678 -0.0000097 0.0000964 -0.0000014 0.0000780 0.0000342 0.0000546 0.0000017 0.0000812 -0.0000249 0.0001195 0.0000019 0.0000786 -0.0000255 0.0001207 -0.0000131 0.0000964 -0.0000227 0.0001515 -0.0000280 0.0000974 -0.0000087 0.0000889 -0.0000071 0.0000689 0.0000135 0.0001235 -0.0000010 0.0001202 -0.0000497 0.0001336 -0.0000763 -0.0000501 0.0000164 0.0001124 -0.0000034 0.0001753 -0.0000640 0.0002157 -0.0000231 0.0001436 0.0165825 -0.0438429 -0.0057642 0.0128478 -0.0026596 -0.0029038 -0.0000568 0.0003275 -0.0014701 -0.0035945 -0.0000628 0.0003406 0.0000165 0.0003787 -0.0000228 0.0001987 0.0000374 0.0004015 -0.0000527 0.0002104 -0.0000106 0.0002424 -0.0000032 0.0001837 0.0000004 0.0002711 -0.0000072 0.0001968 0.0000051 0.0001266 -0.0000036 0.0000889 0.0000151 0.0001124 -0.0000226 0.0000500 -0.0000200 0.0002271 -0.0000085 0.0001086 -0.0001808 -0.0006669 -0.0000032 -0.0000051 -0.0000042 -0.0000040 -0.0000148 0.0001404 -0.0000098 0.0000201 -0.0000010 -0.0000458 0.0000301 0.0000834 -0.0000176 0.0000456 0.0000095 0.0000267 -0.0000327 -0.0001201 -0.0000233 -0.0000001 0.0000009 -0.0000434 -0.0000021 0.0000331 0.0000018 0.0000767 -0.0000051 -0.0000691 -0.0000806 -0.0001681 0.0000209 -0.0000434 0.0000283 0.0000156 0.0000039 0.0000143 -0.0000281 0.0000056 -0.0000018 0.0000631
0.0000045 0.0002374 -0.0000116 0.0000999 -0.0000028 0.0001911 -0.0000154 0.0003107 -0.0000225 0.0001582 -0.0000041 0.0000816 -0.0000264 0.0002265 -0.0000443 0.0001774 -0.0000054 0.0001086 -0.0000017 0.0001444 -0.0000175 0.0001440 -0.0000235 0.0001445 0.0000125 0.0001623 -0.0000370 0.0001662 0.0000046 0.0001245 -0.0000164 0.0001625 -0.0000158 0.0001592 -0.0000512 0.0002321 -0.0000435 0.0001319 -0.0000188 0.0001527 -0.0000113 0.0000895 0.0000173 0.0001617 0.0000000 0.0001486 -0.0000706 0.0001627 -0.0001679 -0.0000956 -0.0000030 0.0001311 -0.0000488 0.0001938 -0.0000681 0.0001981 -0.0000038 0.0001645 0.0223191 -0.0412316 0.0004687 -0.0011415 -0.0038296 0.0062445 -0.0000038 0.0002994 0.0049671 -0.0165140 -0.0001109 0.0003471 0.0000113 0.0001826 -0.0000405 0.0001916 0.0000038 0.0002043 -0.0000522 0.0001604 0.0000082 0.0002385 -0.0000069 0.0001071 -0.0000090 0.0002426 -0.0000026 0.0001095 0.0000060 0.0001695 -0.0000039 0.0000968 0.0000163 0.0001372 -0.0000072 0.0000098 -0.0000114 0.0002689 -0.0000192 0.0001733 -0.0000762 -0.0002286 -0.0000115 0.0002027 -0.0000092 0.0001420 -0.0000239 0.0002353 -0.0000117 0.0002552 0.0000055 0.0002171 0.0000231 0.0002531 -0.0000279 0.0003064 -0.0000147 0.0000669 -0.0000268 -0.0000503 -0.0000482 0.0000404 -0.0000162 0.0000382 0.0000260 0.0002778 -0.0000080 0.0001508 0.0000014 0.0000625 -0.0002148 -0.0003846 -0.0000434 -0.0002153 -0.0000665 -0.0001730 -0.0000037 0.0000712 -0.0000549 0.0000015 0.0000032 0.0000499
0.0000001 0.0001317 -0.0000051 0.0000828 -0.0000016 0.0001750 -0.0000288 0.0003022 -0.0000296 0.0000368 -0.0000082 0.0000541 0.0000082 0.0002471 -0.0000381 0.0001542 -0.0000024 0.0000612 -0.0000020 0.0000584 -0.0000239 0.0000762 0.0000271 0.0000061 0.0000328 0.0002354 -0.0000249 0.0001582 -0.0000016 0.0000435 -0.0000204 0.0000891 -0.0000148 0.0001379 0.0000080 0.0003445 -0.0000508 0.0000483 -0.0000193 0.0001310 -0.0000100 0.0000472 0.0000978 0.0003009 0.0000261 0.0000981 -0.0001288 0.0001325 0.0000491 -0.0004524 -0.0000041 0.0000544 -0.0000280 0.0000829 0.0000097 0.0000579 -0.0000445 0.0001316 0.0136360 -0.0198310 0.0002854 -0.0023510 -0.0008176 0.0045997 0.0000299 0.0001136 -0.0017534 0.0064883 -0.0000675 0.0002019 0.0000123 0.0000871 -0.0000509 0.0003080 -0.0000074 0.0000764 -0.0000432 0.0001369 0.0000145 0.0001394 -0.0000163 0.0000432 -0.0000193 0.0002145 0.0000014 0.0000650 0.0000156 0.0001966 -0.0000020 0.0000846 0.0000200 0.0001627 -0.0000170 0.0000083 -0.0000133 0.0002727 -0.0000160 0.0001504 0.0000309 0.0002409 -0.0000027 0.0001936 -0.0000111 0.0001473 -0.0000294 0.0002489 -0.0000141 0.0002674 0.0000045 0.0002221 0.0000132 0.0002270 -0.0000277 0.0003613 -0.0000300 0.0000235 -0.0000301 -0.0001539 -0.0000641 0.0000251 -0.0000964 -0.0001563 0.0000252 0.0003170 -0.0000198 0.0001847 -0.0000032 0.0000865 -0.0003494 -0.0008048 -0.0000820 -0.0002826 -0.0001114 -0.0003174 -0.0000042 0.0000523 -0.0000698 -0.0000728 0.0000002 -0.0000080
-0.0000015 0.0001558 -0.0000020 0.0000502 -0.0000193 0.0002304 -0.0000164 0.0003579 -0.0000287 0.0001585 -0.0000210 0.0000774 0.0000041 0.0002829 -0.0000546 0.0002786 -0.0000201 0.0001200 -0.0000472 0.0002153 -0.0000202 0.0001276 0.0000143 0.0001078 0.0000319 0.0002817 -0.0000457 0.0003183 0.0000076 0.0000958 -0.0000394 0.0002266 -0.0000232 0.0002251 0.0000159 0.0004985 -0.0000718 0.0001719 -0.0000195 0.0002098 -0.0000112 0.0001394 0.0001266 0.0004653 0.0000258 0.0002590 -0.0000927 0.0002109 0.0000140 -0.0003297 -0.0000488 0.0002733 -0.0000841 0.0003130 0.0000483 0.0001256 -0.0001795 0.0003005 -0.0033183 0.0023408 0.0016415 -0.0015507 -0.0036919 0.0102232 -0.0000394 0.0003687 -0.0027639 0.0122084 0.0000166 0.0003349 0.0000107 -0.0000582 -0.0000443 0.0003202 -0.0000139 -0.0000964 -0.0000378 0.0000252 0.0000132 -0.0001066 -0.0000237 -0.0000692 -0.0000230 0.0000842 0.0000078 -0.0000840 0.0000189 0.0001375 -0.0000044 0.0000247 0.0000199 0.0001184 -0.0000204 -0.0000435 -0.0000171 0.0002094 -0.0000171 0.0000214 0.0000589 0.0003324 0.0000076 0.0000714 -0.0000061 0.0000775 -0.0000326 0.0001944 -0.0000063 0.0001409 -0.0000033 0.0001234 0.0000051 0.0001416 -0.0000267 0.0003430 -0.0000357 -0.0000269 -0.0000296 -0.0002831 -0.0000878 0.0000301 -0.0001736 -0.0003151 0.0000318 0.0003907 -0.0000188 0.0002821 -0.0000188 0.0002213 -0.0004094 -0.0008657 -0.0000959 -0.0002334 -0.0001352 -0.0001880 0.0000001 0.0002864 -0.0000868 0.0000852 -0.0000238 0.0002635
-0.0000044 0.0002930 -0.0000118 0.0001122 -0.0000181 0.0003060 -0.0000141 0.0004576 -0.0000342 0.0002115 -0.0000202 0.0001252 -0.0000289 0.0003831 -0.0000994 0.0003637 -0.0000010 0.0001314 -0.0000751 0.0002740 -0.0000169 0.0001489 -0.0000142 0.0001604 0.0000305 0.0003047 -0.0000494 0.0003028 0.0000193 0.0002218 -0.0000614 0.0002671 -0.0000207 0.0002706 -0.0000486 0.0003481 -0.0000806 0.0001853 -0.0000213 0.0002366 -0.0000137 0.0001468 0.0000554 0.0003214 0.0000062 0.0002129 -0.0000369 0.0001522 -0.0000993 -0.0001658 -0.0000984 0.0002967 -0.0000950 0.0002360 -0.0000796 0.0002296 -0.0001581 0.0002728 0.0021690 -0.0057186 -0.0056127 0.0073253 -0.0068380 0.0094287 -0.0000608 0.0003862 0.0006872 0.0000385 0.0000006 0.0003311 -0.0000010 0.0003885 -0.0000267 0.0006320 -0.0000117 0.0001912 -0.0000238 0.0001337 0.0000002 0.0002868 -0.0000447 0.0002889 -0.0000407 0.0002888 -0.0000122 0.0002922 0.0000169 0.0003135 -0.0000130 0.0001926 0.0000122 0.0002628 -0.0000387 0.0001232 -0.0000321 0.0002546 -0.0000181 0.0001437 0.0000195 0.0001856 -0.0000032 0.0001501 -0.0000155 0.0001461 -0.0000325 0.0002376 -0.0000143 0.0001941 -0.0000021 0.0001559 0.0000076 0.0001604 -0.0000340 0.0003544 -0.0000270 0.0000283 -0.0000483 -0.0002509 -0.0000869 0.0000531 -0.0001710 -0.0002535 0.0000357 0.0003934 -0.0000292 0.0002807 -0.0000184 0.0001766 -0.0004171 -0.0009108 -0.0001110 -0.0002132 -0.0001371 -0.0001737 0.0000209 0.0002523 -0.0000689 0.0000933 -0.0000088 0.0002605
-0.0000105 0.0002074 -0.0000166 0.0000948 -0.0000101 0.0002634 -0.0000157 0.0004201 -0.0000458 0.0001187 -0.0000115 0.0000876 -0.0000367 0.0003862 -0.0001091 0.0003250 -0.0000007 0.0000788 -0.0000659 0.0001622 -0.0000205 0.0000745 -0.0000448 0.0000899 0.0000350 0.0003066 -0.0000488 0.0002320 0.0000162 0.0001869 -0.0000649 0.0001831 -0.0000131 0.0002342 -0.0000375 0.0002380 -0.0000720 0.0000847 -0.0000223 0.0001932 -0.0000131 0.0000864 0.0000504 0.0002300 0.0000120 0.0000889 -0.0000649 0.0000613 -0.0001257 -0.0002520 -0.0000597 0.0001005 -0.0000045 0.0000422 -0.0001306 0.0001878 -0.0000250 0.0000666 -0.0018437 -0.0048328 -0.0006459 0.0025716 -0.0094658 0.0159224 -0.0000363 0.0001951 0.0024666 0.0024346 -0.0000186 0.0001788 -0.0000070 0.0003841 -0.0000294 0.0006107 -0.0000052 0.0002053 -0.0000337 0.0001187 -0.0000020 0.0002658 -0.0000475 0.0002751 -0.0000486 0.0002629 -0.0000144 0.0002974 0.0000204 0.0003207 -0.0000124 0.0001957 0.0000142 0.0002689 -0.0000460 0.0001079 -0.0000383 0.0001843 -0.0000182 0.0001108 0.0000012 0.0001463 -0.0000036 0.0001137 -0.0000153 0.0001093 -0.0000307 0.0002055 -0.0000270 0.0001631 0.0000055 0.0001008 0.0000085 0.0001180 -0.0000392 0.0003016 -0.0000154 0.0000583 -0.0000424 -0.0002495 -0.0000733 0.0000292 -0.0001483 -0.0002354 0.0000187 0.0002917 -0.0000163 0.0001974 -0.0000006 0.0000564 -0.0004028 -0.0010686 -0.0001277 -0.0002089 -0.0001294 -0.0002585 0.0000313 0.0001607 -0.0000570 0.0000410 -0.0000068 0.0001475
